"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",

"Brazil","BRA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","365.2611","373.696","394.4433","422.0545","449.7443","471.8704","508.8325","525.4087","540.6242","563.8921","592.1855","581.7772","590.8568","586.6056","607.0234","622.1426","657.4658","675.2555","689.573","700.0026","695.6381","721.9208","744.7379","771.0107","799.1751","837.0766","844.6529","872.3311","890.2686","907.7264","934.7085","950.3397","975.5655","1008.2486","1058.9792","1067.4589","1075.505","1092.2682","1122.3846","1098.2621","1177.712","1212.9225","1250.5755","1288.0647","1323.6088","1307.9689","1285.09","1298.0216","1274.9477","1281.4619","1277.6894","1343.1411","1310.4989","",
